TOP.5e6eb73a.000cfb6a	START
TOP.5e6eb9a4.00017d9f	user_options->loopback	0
TOP.5e6eb9a4.00017d9f	user_options->machine_readable	0
TOP.5e6eb9a4.00017d9f	user_options->markov_classic	0
TOP.5e6eb9a4.00017d9f	user_options->markov_disable	0
TOP.5e6eb9a4.00017d9f	user_options->markov_threshold	256
TOP.5e6eb9a4.00017d9f	user_options->opencl_info	0
TOP.5e6eb9a4.00017d9f	user_options->opencl_vector_width	0
TOP.5e6eb9a4.00017d9f	user_options->optimized_kernel_enable	1
TOP.5e6eb9a4.00017d9f	user_options->outfile_autohex	1
TOP.5e6eb9a4.00017d9f	user_options->outfile_check_timer	5
TOP.5e6eb9a4.00017d9f	user_options->outfile_format	1
TOP.5e6eb9a4.00017d9f	user_options->wordlist_autohex_disable	0
TOP.5e6eb9a4.00017d9f	user_options->potfile_disable	1
TOP.5e6eb9a4.00017d9f	user_options->progress_only	0
TOP.5e6eb9a4.00017d9f	user_options->quiet	0
TOP.5e6eb9a4.00017d9f	user_options->remove	0
TOP.5e6eb9a4.00017d9f	user_options->remove_timer	60
TOP.5e6eb9a4.00017d9f	user_options->restore	0
TOP.5e6eb9a4.00017d9f	user_options->restore_disable	0
TOP.5e6eb9a4.00017d9f	user_options->restore_timer	60
TOP.5e6eb9a4.00017d9f	user_options->rp_files_cnt	0
TOP.5e6eb9a4.00017d9f	user_options->rp_gen	1000
TOP.5e6eb9a4.00017d9f	user_options->rp_gen_func_max	4
TOP.5e6eb9a4.00017d9f	user_options->rp_gen_func_min	1
TOP.5e6eb9a4.00017d9f	user_options->rp_gen_seed	0
TOP.5e6eb9a4.00017d9f	user_options->runtime	0
TOP.5e6eb9a4.00017d9f	user_options->scrypt_tmto	0
TOP.5e6eb9a4.00017d9f	user_options->segment_size	33554432
TOP.5e6eb9a4.00017d9f	user_options->self_test_disable	1
TOP.5e6eb9a4.00017d9f	user_options->slow_candidates	0
TOP.5e6eb9a4.00017d9f	user_options->show	0
TOP.5e6eb9a4.00017d9f	user_options->speed_only	0
TOP.5e6eb9a4.00017d9f	user_options->spin_damp	8
TOP.5e6eb9a4.00017d9f	user_options->status	1
TOP.5e6eb9a4.00017d9f	user_options->status_timer	60
TOP.5e6eb9a4.00017d9f	user_options->stdout_flag	0
TOP.5e6eb9a4.00017d9f	user_options->usage	0
TOP.5e6eb9a4.00017d9f	user_options->username	0
TOP.5e6eb9a4.00017d9f	user_options->veracrypt_pim	0
TOP.5e6eb9a4.00017d9f	user_options->version	0
TOP.5e6eb9a4.00017d9f	user_options->workload_profile	2
TOP.5e6eb9a4.00017d9f	user_options->brain_client	0
TOP.5e6eb9a4.00017d9f	user_options->brain_client_features	2
TOP.5e6eb9a4.00017d9f	user_options->brain_server	0
TOP.5e6eb9a4.00017d9f	user_options->brain_port	6863
TOP.5e6eb9a4.00017d9f	user_options->brain_session	0
TOP.5e6eb9a4.00017d9f	proc_start	1584314788
TOP.5e6eb9a4.00017d9f	proc_stop	1584314788
TOP.5e6eb9a4.00017d9f	STOP
TOP.5e6eb9e7.000574ca	START
TOP.5e6eb9e7.000574ca	user_options->separator	:
TOP.5e6eb9e7.000574ca	user_options->encoding_from	utf-8
TOP.5e6eb9e7.000574ca	user_options->encoding_to	utf-8
TOP.5e6eb9e7.000574ca	user_options->opencl_device_types	1
TOP.5e6eb9e7.000574ca	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eb9e7.000574ca	user_options->rule_buf_l	:
TOP.5e6eb9e7.000574ca	user_options->rule_buf_r	:
TOP.5e6eb9e7.000574ca	user_options->session	2020-03-15
TOP.5e6eb9e7.000574ca	user_options->limit	0
TOP.5e6eb9e7.000574ca	user_options->skip	0
TOP.5e6eb9e7.000574ca	user_options->attack_mode	0
TOP.5e6eb9e7.000574ca	user_options->benchmark	0
TOP.5e6eb9e7.000574ca	user_options->benchmark_all	0
TOP.5e6eb9e7.000574ca	user_options->bitmap_max	18
TOP.5e6eb9e7.000574ca	user_options->bitmap_min	16
TOP.5e6eb9e7.000574ca	user_options->debug_mode	0
TOP.5e6eb9e7.000574ca	user_options->example_hashes	0
TOP.5e6eb9e7.000574ca	user_options->force	1
TOP.5e6eb9e7.000574ca	user_options->hwmon_disable	0
TOP.5e6eb9e7.000574ca	user_options->hwmon_temp_abort	90
TOP.5e6eb9e7.000574ca	user_options->hash_mode	3200
TOP.5e6eb9e7.000574ca	user_options->hex_charset	0
TOP.5e6eb9e7.000574ca	user_options->hex_salt	0
TOP.5e6eb9e7.000574ca	user_options->hex_wordlist	0
TOP.5e6eb9e7.000574ca	user_options->increment	0
TOP.5e6eb9e7.000574ca	user_options->increment_max	256
TOP.5e6eb9e7.000574ca	user_options->increment_min	1
TOP.5e6eb9e7.000574ca	user_options->keep_guessing	0
TOP.5e6eb9e7.000574ca	user_options->kernel_accel	0
TOP.5e6eb9e7.000574ca	user_options->kernel_loops	0
TOP.5e6eb9e7.000574ca	user_options->kernel_threads	0
TOP.5e6eb9e7.000574ca	user_options->keyspace	0
TOP.5e6eb9e7.000574ca	user_options->left	0
TOP.5e6eb9e7.000574ca	user_options->logfile_disable	0
TOP.5e6eb9e7.000574ca	user_options->loopback	0
TOP.5e6eb9e7.000574ca	user_options->machine_readable	0
TOP.5e6eb9e7.000574ca	user_options->markov_classic	0
TOP.5e6eb9e7.000574ca	user_options->markov_disable	0
TOP.5e6eb9e7.000574ca	user_options->markov_threshold	256
TOP.5e6eb9e7.000574ca	user_options->opencl_info	0
TOP.5e6eb9e7.000574ca	user_options->opencl_vector_width	0
TOP.5e6eb9e7.000574ca	user_options->optimized_kernel_enable	1
TOP.5e6eb9e7.000574ca	user_options->outfile_autohex	1
TOP.5e6eb9e7.000574ca	user_options->outfile_check_timer	5
TOP.5e6eb9e7.000574ca	user_options->outfile_format	1
TOP.5e6eb9e7.000574ca	user_options->wordlist_autohex_disable	0
TOP.5e6eb9e7.000574ca	user_options->potfile_disable	1
TOP.5e6eb9e7.000574ca	user_options->progress_only	0
TOP.5e6eb9e7.000574ca	user_options->quiet	0
TOP.5e6eb9e7.000574ca	user_options->remove	0
TOP.5e6eb9e7.000574ca	user_options->remove_timer	60
TOP.5e6eb9e7.000574ca	user_options->restore	0
TOP.5e6eb9e7.000574ca	user_options->restore_disable	0
TOP.5e6eb9e7.000574ca	user_options->restore_timer	60
TOP.5e6eb9e7.000574ca	user_options->rp_files_cnt	0
TOP.5e6eb9e7.000574ca	user_options->rp_gen	1000
TOP.5e6eb9e7.000574ca	user_options->rp_gen_func_max	4
TOP.5e6eb9e7.000574ca	user_options->rp_gen_func_min	1
TOP.5e6eb9e7.000574ca	user_options->rp_gen_seed	0
TOP.5e6eb9e7.000574ca	user_options->runtime	0
TOP.5e6eb9e7.000574ca	user_options->scrypt_tmto	0
TOP.5e6eb9e7.000574ca	user_options->segment_size	33554432
TOP.5e6eb9e7.000574ca	user_options->self_test_disable	1
TOP.5e6eb9e7.000574ca	user_options->slow_candidates	0
TOP.5e6eb9e7.000574ca	user_options->show	0
TOP.5e6eb9e7.000574ca	user_options->speed_only	0
TOP.5e6eb9e7.000574ca	user_options->spin_damp	8
TOP.5e6eb9e7.000574ca	user_options->status	1
TOP.5e6eb9e7.000574ca	user_options->status_timer	60
TOP.5e6eb9e7.000574ca	user_options->stdout_flag	0
TOP.5e6eb9e7.000574ca	user_options->usage	0
TOP.5e6eb9e7.000574ca	user_options->username	0
TOP.5e6eb9e7.000574ca	user_options->veracrypt_pim	0
TOP.5e6eb9e7.000574ca	user_options->version	0
TOP.5e6eb9e7.000574ca	user_options->workload_profile	2
TOP.5e6eb9e7.000574ca	user_options->brain_client	0
TOP.5e6eb9e7.000574ca	user_options->brain_client_features	2
TOP.5e6eb9e7.000574ca	user_options->brain_server	0
TOP.5e6eb9e7.000574ca	user_options->brain_port	6863
TOP.5e6eb9e7.000574ca	user_options->brain_session	0
TOP.5e6eb9e7.000574ca	proc_start	1584314855
TOP.5e6eb9e7.000574ca	proc_stop	1584314855
TOP.5e6eb9e7.000574ca	STOP
TOP.5e6eba07.000857ba	START
TOP.5e6eba07.000857ba	user_options->separator	.
TOP.5e6eba07.000857ba	user_options->encoding_from	utf-8
TOP.5e6eba07.000857ba	user_options->encoding_to	utf-8
TOP.5e6eba07.000857ba	user_options->opencl_device_types	1
TOP.5e6eba07.000857ba	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eba07.000857ba	user_options->rule_buf_l	:
TOP.5e6eba07.000857ba	user_options->rule_buf_r	:
TOP.5e6eba07.000857ba	user_options->session	2020-03-15
TOP.5e6eba07.000857ba	user_options->limit	0
TOP.5e6eba07.000857ba	user_options->skip	0
TOP.5e6eba07.000857ba	user_options->attack_mode	0
TOP.5e6eba07.000857ba	user_options->benchmark	0
TOP.5e6eba07.000857ba	user_options->benchmark_all	0
TOP.5e6eba07.000857ba	user_options->bitmap_max	18
TOP.5e6eba07.000857ba	user_options->bitmap_min	16
TOP.5e6eba07.000857ba	user_options->debug_mode	0
TOP.5e6eba07.000857ba	user_options->example_hashes	0
TOP.5e6eba07.000857ba	user_options->force	1
TOP.5e6eba07.000857ba	user_options->hwmon_disable	0
TOP.5e6eba07.000857ba	user_options->hwmon_temp_abort	90
TOP.5e6eba07.000857ba	user_options->hash_mode	3200
TOP.5e6eba07.000857ba	user_options->hex_charset	0
TOP.5e6eba07.000857ba	user_options->hex_salt	0
TOP.5e6eba07.000857ba	user_options->hex_wordlist	0
TOP.5e6eba07.000857ba	user_options->increment	0
TOP.5e6eba07.000857ba	user_options->increment_max	256
TOP.5e6eba07.000857ba	user_options->increment_min	1
TOP.5e6eba07.000857ba	user_options->keep_guessing	0
TOP.5e6eba07.000857ba	user_options->kernel_accel	0
TOP.5e6eba07.000857ba	user_options->kernel_loops	0
TOP.5e6eba07.000857ba	user_options->kernel_threads	0
TOP.5e6eba07.000857ba	user_options->keyspace	0
TOP.5e6eba07.000857ba	user_options->left	0
TOP.5e6eba07.000857ba	user_options->logfile_disable	0
TOP.5e6eba07.000857ba	user_options->loopback	0
TOP.5e6eba07.000857ba	user_options->machine_readable	0
TOP.5e6eba07.000857ba	user_options->markov_classic	0
TOP.5e6eba07.000857ba	user_options->markov_disable	0
TOP.5e6eba07.000857ba	user_options->markov_threshold	256
TOP.5e6eba07.000857ba	user_options->opencl_info	0
TOP.5e6eba07.000857ba	user_options->opencl_vector_width	0
TOP.5e6eba07.000857ba	user_options->optimized_kernel_enable	1
TOP.5e6eba07.000857ba	user_options->outfile_autohex	1
TOP.5e6eba07.000857ba	user_options->outfile_check_timer	5
TOP.5e6eba07.000857ba	user_options->outfile_format	1
TOP.5e6eba07.000857ba	user_options->wordlist_autohex_disable	0
TOP.5e6eba07.000857ba	user_options->potfile_disable	1
TOP.5e6eba07.000857ba	user_options->progress_only	0
TOP.5e6eba07.000857ba	user_options->quiet	0
TOP.5e6eba07.000857ba	user_options->remove	0
TOP.5e6eba07.000857ba	user_options->remove_timer	60
TOP.5e6eba07.000857ba	user_options->restore	0
TOP.5e6eba07.000857ba	user_options->restore_disable	0
TOP.5e6eba07.000857ba	user_options->restore_timer	60
TOP.5e6eba07.000857ba	user_options->rp_files_cnt	0
TOP.5e6eba07.000857ba	user_options->rp_gen	1000
TOP.5e6eba07.000857ba	user_options->rp_gen_func_max	4
TOP.5e6eba07.000857ba	user_options->rp_gen_func_min	1
TOP.5e6eba07.000857ba	user_options->rp_gen_seed	0
TOP.5e6eba07.000857ba	user_options->runtime	0
TOP.5e6eba07.000857ba	user_options->scrypt_tmto	0
TOP.5e6eba07.000857ba	user_options->segment_size	33554432
TOP.5e6eba07.000857ba	user_options->self_test_disable	1
TOP.5e6eba07.000857ba	user_options->slow_candidates	0
TOP.5e6eba07.000857ba	user_options->show	0
TOP.5e6eba07.000857ba	user_options->speed_only	0
TOP.5e6eba07.000857ba	user_options->spin_damp	8
TOP.5e6eba07.000857ba	user_options->status	1
TOP.5e6eba07.000857ba	user_options->status_timer	60
TOP.5e6eba07.000857ba	user_options->stdout_flag	0
TOP.5e6eba07.000857ba	user_options->usage	0
TOP.5e6eba07.000857ba	user_options->username	0
TOP.5e6eba07.000857ba	user_options->veracrypt_pim	0
TOP.5e6eba07.000857ba	user_options->version	0
TOP.5e6eba07.000857ba	user_options->workload_profile	2
TOP.5e6eba07.000857ba	user_options->brain_client	0
TOP.5e6eba07.000857ba	user_options->brain_client_features	2
TOP.5e6eba07.000857ba	user_options->brain_server	0
TOP.5e6eba07.000857ba	user_options->brain_port	6863
TOP.5e6eba07.000857ba	user_options->brain_session	0
TOP.5e6eba07.000857ba	proc_start	1584314887
TOP.5e6eba07.000857ba	proc_stop	1584314887
TOP.5e6eba07.000857ba	STOP
TOP.5e6eba1d.00085c2c	START
TOP.5e6eba1d.00085c2c	user_options->separator	.
TOP.5e6eba1d.00085c2c	user_options->encoding_from	utf-8
TOP.5e6eba1d.00085c2c	user_options->encoding_to	utf-8
TOP.5e6eba1d.00085c2c	user_options->opencl_device_types	1
TOP.5e6eba1d.00085c2c	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eba1d.00085c2c	user_options->rule_buf_l	:
TOP.5e6eba1d.00085c2c	user_options->rule_buf_r	:
TOP.5e6eba1d.00085c2c	user_options->session	2020-03-15
TOP.5e6eba1d.00085c2c	user_options->limit	0
TOP.5e6eba1d.00085c2c	user_options->skip	0
TOP.5e6eba1d.00085c2c	user_options->attack_mode	0
TOP.5e6eba1d.00085c2c	user_options->benchmark	0
TOP.5e6eba1d.00085c2c	user_options->benchmark_all	0
TOP.5e6eba1d.00085c2c	user_options->bitmap_max	18
TOP.5e6eba1d.00085c2c	user_options->bitmap_min	16
TOP.5e6eba1d.00085c2c	user_options->debug_mode	0
TOP.5e6eba1d.00085c2c	user_options->example_hashes	0
TOP.5e6eba1d.00085c2c	user_options->force	1
TOP.5e6eba1d.00085c2c	user_options->hwmon_disable	0
TOP.5e6eba1d.00085c2c	user_options->hwmon_temp_abort	90
TOP.5e6eba1d.00085c2c	user_options->hash_mode	3200
TOP.5e6eba1d.00085c2c	user_options->hex_charset	0
TOP.5e6eba1d.00085c2c	user_options->hex_salt	0
TOP.5e6eba1d.00085c2c	user_options->hex_wordlist	0
TOP.5e6eba1d.00085c2c	user_options->increment	0
TOP.5e6eba1d.00085c2c	user_options->increment_max	256
TOP.5e6eba1d.00085c2c	user_options->increment_min	1
TOP.5e6eba1d.00085c2c	user_options->keep_guessing	0
TOP.5e6eba1d.00085c2c	user_options->kernel_accel	0
TOP.5e6eba1d.00085c2c	user_options->kernel_loops	0
TOP.5e6eba1d.00085c2c	user_options->kernel_threads	0
TOP.5e6eba1d.00085c2c	user_options->keyspace	0
TOP.5e6eba1d.00085c2c	user_options->left	0
TOP.5e6eba1d.00085c2c	user_options->logfile_disable	0
TOP.5e6eba1d.00085c2c	user_options->loopback	0
TOP.5e6eba1d.00085c2c	user_options->machine_readable	0
TOP.5e6eba1d.00085c2c	user_options->markov_classic	0
TOP.5e6eba1d.00085c2c	user_options->markov_disable	0
TOP.5e6eba1d.00085c2c	user_options->markov_threshold	256
TOP.5e6eba1d.00085c2c	user_options->opencl_info	0
TOP.5e6eba1d.00085c2c	user_options->opencl_vector_width	0
TOP.5e6eba1d.00085c2c	user_options->optimized_kernel_enable	1
TOP.5e6eba1d.00085c2c	user_options->outfile_autohex	1
TOP.5e6eba1d.00085c2c	user_options->outfile_check_timer	5
TOP.5e6eba1d.00085c2c	user_options->outfile_format	1
TOP.5e6eba1d.00085c2c	user_options->wordlist_autohex_disable	0
TOP.5e6eba1d.00085c2c	user_options->potfile_disable	1
TOP.5e6eba1d.00085c2c	user_options->progress_only	0
TOP.5e6eba1d.00085c2c	user_options->quiet	0
TOP.5e6eba1d.00085c2c	user_options->remove	0
TOP.5e6eba1d.00085c2c	user_options->remove_timer	60
TOP.5e6eba1d.00085c2c	user_options->restore	0
TOP.5e6eba1d.00085c2c	user_options->restore_disable	0
TOP.5e6eba1d.00085c2c	user_options->restore_timer	60
TOP.5e6eba1d.00085c2c	user_options->rp_files_cnt	0
TOP.5e6eba1d.00085c2c	user_options->rp_gen	1000
TOP.5e6eba1d.00085c2c	user_options->rp_gen_func_max	4
TOP.5e6eba1d.00085c2c	user_options->rp_gen_func_min	1
TOP.5e6eba1d.00085c2c	user_options->rp_gen_seed	0
TOP.5e6eba1d.00085c2c	user_options->runtime	0
TOP.5e6eba1d.00085c2c	user_options->scrypt_tmto	0
TOP.5e6eba1d.00085c2c	user_options->segment_size	33554432
TOP.5e6eba1d.00085c2c	user_options->self_test_disable	1
TOP.5e6eba1d.00085c2c	user_options->slow_candidates	0
TOP.5e6eba1d.00085c2c	user_options->show	0
TOP.5e6eba1d.00085c2c	user_options->speed_only	0
TOP.5e6eba1d.00085c2c	user_options->spin_damp	8
TOP.5e6eba1d.00085c2c	user_options->status	1
TOP.5e6eba1d.00085c2c	user_options->status_timer	60
TOP.5e6eba1d.00085c2c	user_options->stdout_flag	0
TOP.5e6eba1d.00085c2c	user_options->usage	0
TOP.5e6eba1d.00085c2c	user_options->username	0
TOP.5e6eba1d.00085c2c	user_options->veracrypt_pim	0
TOP.5e6eba1d.00085c2c	user_options->version	0
TOP.5e6eba1d.00085c2c	user_options->workload_profile	2
TOP.5e6eba1d.00085c2c	user_options->brain_client	0
TOP.5e6eba1d.00085c2c	user_options->brain_client_features	2
TOP.5e6eba1d.00085c2c	user_options->brain_server	0
TOP.5e6eba1d.00085c2c	user_options->brain_port	6863
TOP.5e6eba1d.00085c2c	user_options->brain_session	0
TOP.5e6eba1d.00085c2c	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e6eba1d.00085c2c	hashes->hashlist_mode	4
TOP.5e6eba1d.00085c2c	hashes->hashlist_format	0
TOP.5e6eba1d.00085c2c	hashes->hashes_cnt	0
TOP.5e6eba1d.00085c2c	hashes->digests_cnt	1
TOP.5e6eba1d.00085c2c	hashes->digests_done	0
TOP.5e6eba1d.00085c2c	hashes->salts_cnt	1
TOP.5e6eba1d.00085c2c	hashes->salts_done	0
TOP.5e6eba1d.00085c2c	proc_start	1584314909
TOP.5e6eba1d.00085c2c	proc_stop	1584314910
TOP.5e6eba1d.00085c2c	STOP
TOP.5e6ec4bb.0006ea8c	START
TOP.5e6ec4bb.0006ea8c	user_options->separator	.
TOP.5e6ec4bb.0006ea8c	user_options->encoding_from	utf-8
TOP.5e6ec4bb.0006ea8c	user_options->encoding_to	utf-8
TOP.5e6ec4bb.0006ea8c	user_options->opencl_device_types	1
TOP.5e6ec4bb.0006ea8c	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec4bb.0006ea8c	user_options->rule_buf_l	:
TOP.5e6ec4bb.0006ea8c	user_options->rule_buf_r	:
TOP.5e6ec4bb.0006ea8c	user_options->session	2020-03-15
TOP.5e6ec4bb.0006ea8c	user_options->limit	0
TOP.5e6ec4bb.0006ea8c	user_options->skip	0
TOP.5e6ec4bb.0006ea8c	user_options->attack_mode	0
TOP.5e6ec4bb.0006ea8c	user_options->benchmark	0
TOP.5e6ec4bb.0006ea8c	user_options->benchmark_all	0
TOP.5e6ec4bb.0006ea8c	user_options->bitmap_max	18
TOP.5e6ec4bb.0006ea8c	user_options->bitmap_min	16
TOP.5e6ec4bb.0006ea8c	user_options->debug_mode	0
TOP.5e6ec4bb.0006ea8c	user_options->example_hashes	0
TOP.5e6ec4bb.0006ea8c	user_options->force	1
TOP.5e6ec4bb.0006ea8c	user_options->hwmon_disable	0
TOP.5e6ec4bb.0006ea8c	user_options->hwmon_temp_abort	90
TOP.5e6ec4bb.0006ea8c	user_options->hash_mode	3200
TOP.5e6ec4bb.0006ea8c	user_options->hex_charset	0
TOP.5e6ec4bb.0006ea8c	user_options->hex_salt	0
TOP.5e6ec4bb.0006ea8c	user_options->hex_wordlist	0
TOP.5e6ec4bb.0006ea8c	user_options->increment	0
TOP.5e6ec4bb.0006ea8c	user_options->increment_max	256
TOP.5e6ec4bb.0006ea8c	user_options->increment_min	1
TOP.5e6ec4bb.0006ea8c	user_options->keep_guessing	0
TOP.5e6ec4bb.0006ea8c	user_options->kernel_accel	0
TOP.5e6ec4bb.0006ea8c	user_options->kernel_loops	0
TOP.5e6ec4bb.0006ea8c	user_options->kernel_threads	0
TOP.5e6ec4bb.0006ea8c	user_options->keyspace	0
TOP.5e6ec4bb.0006ea8c	user_options->left	0
TOP.5e6ec4bb.0006ea8c	user_options->logfile_disable	0
TOP.5e6ec4bb.0006ea8c	user_options->loopback	0
TOP.5e6ec4bb.0006ea8c	user_options->machine_readable	0
TOP.5e6ec4bb.0006ea8c	user_options->markov_classic	0
TOP.5e6ec4bb.0006ea8c	user_options->markov_disable	0
TOP.5e6ec4bb.0006ea8c	user_options->markov_threshold	256
TOP.5e6ec4bb.0006ea8c	user_options->opencl_info	0
TOP.5e6ec4bb.0006ea8c	user_options->opencl_vector_width	0
TOP.5e6ec4bb.0006ea8c	user_options->optimized_kernel_enable	1
TOP.5e6ec4bb.0006ea8c	user_options->outfile_autohex	1
TOP.5e6ec4bb.0006ea8c	user_options->outfile_check_timer	5
TOP.5e6ec4bb.0006ea8c	user_options->outfile_format	1
TOP.5e6ec4bb.0006ea8c	user_options->wordlist_autohex_disable	0
TOP.5e6ec4bb.0006ea8c	user_options->potfile_disable	1
TOP.5e6ec4bb.0006ea8c	user_options->progress_only	0
TOP.5e6ec4bb.0006ea8c	user_options->quiet	0
TOP.5e6ec4bb.0006ea8c	user_options->remove	0
TOP.5e6ec4bb.0006ea8c	user_options->remove_timer	60
TOP.5e6ec4bb.0006ea8c	user_options->restore	0
TOP.5e6ec4bb.0006ea8c	user_options->restore_disable	0
TOP.5e6ec4bb.0006ea8c	user_options->restore_timer	60
TOP.5e6ec4bb.0006ea8c	user_options->rp_files_cnt	0
TOP.5e6ec4bb.0006ea8c	user_options->rp_gen	1000
TOP.5e6ec4bb.0006ea8c	user_options->rp_gen_func_max	4
TOP.5e6ec4bb.0006ea8c	user_options->rp_gen_func_min	1
TOP.5e6ec4bb.0006ea8c	user_options->rp_gen_seed	0
TOP.5e6ec4bb.0006ea8c	user_options->runtime	0
TOP.5e6ec4bb.0006ea8c	user_options->scrypt_tmto	0
TOP.5e6ec4bb.0006ea8c	user_options->segment_size	33554432
TOP.5e6ec4bb.0006ea8c	user_options->self_test_disable	1
TOP.5e6ec4bb.0006ea8c	user_options->slow_candidates	0
TOP.5e6ec4bb.0006ea8c	user_options->show	0
TOP.5e6ec4bb.0006ea8c	user_options->speed_only	0
TOP.5e6ec4bb.0006ea8c	user_options->spin_damp	8
TOP.5e6ec4bb.0006ea8c	user_options->status	1
TOP.5e6ec4bb.0006ea8c	user_options->status_timer	60
TOP.5e6ec4bb.0006ea8c	user_options->stdout_flag	0
TOP.5e6ec4bb.0006ea8c	user_options->usage	0
TOP.5e6ec4bb.0006ea8c	user_options->username	0
TOP.5e6ec4bb.0006ea8c	user_options->veracrypt_pim	0
TOP.5e6ec4bb.0006ea8c	user_options->version	0
TOP.5e6ec4bb.0006ea8c	user_options->workload_profile	2
TOP.5e6ec4bb.0006ea8c	user_options->brain_client	0
TOP.5e6ec4bb.0006ea8c	user_options->brain_client_features	2
TOP.5e6ec4bb.0006ea8c	user_options->brain_server	0
TOP.5e6ec4bb.0006ea8c	user_options->brain_port	6863
TOP.5e6ec4bb.0006ea8c	user_options->brain_session	0
TOP.5e6ec4bb.0006ea8c	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e6ec4bb.0006ea8c	hashes->hashlist_mode	4
TOP.5e6ec4bb.0006ea8c	hashes->hashlist_format	0
TOP.5e6ec4bb.0006ea8c	hashes->hashes_cnt	0
TOP.5e6ec4bb.0006ea8c	hashes->digests_cnt	1
TOP.5e6ec4bb.0006ea8c	hashes->digests_done	0
TOP.5e6ec4bb.0006ea8c	hashes->salts_cnt	1
TOP.5e6ec4bb.0006ea8c	hashes->salts_done	0
TOP.5e6ec4bb.0006ea8c	proc_start	1584317627
TOP.5e6ec4bb.0006ea8c	proc_stop	1584317628
TOP.5e6ec4bb.0006ea8c	STOP
TOP.5e6ec4e1.000ab1fb	START
TOP.5e6ec4e1.000ab1fb	user_options->separator	.
TOP.5e6ec4e1.000ab1fb	user_options->encoding_from	utf-8
TOP.5e6ec4e1.000ab1fb	user_options->encoding_to	utf-8
TOP.5e6ec4e1.000ab1fb	user_options->opencl_device_types	1
TOP.5e6ec4e1.000ab1fb	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec4e1.000ab1fb	user_options->rule_buf_l	:
TOP.5e6ec4e1.000ab1fb	user_options->rule_buf_r	:
TOP.5e6ec4e1.000ab1fb	user_options->session	2020-03-15
TOP.5e6ec4e1.000ab1fb	user_options->limit	0
TOP.5e6ec4e1.000ab1fb	user_options->skip	0
TOP.5e6ec4e1.000ab1fb	user_options->attack_mode	0
TOP.5e6ec4e1.000ab1fb	user_options->benchmark	0
TOP.5e6ec4e1.000ab1fb	user_options->benchmark_all	0
TOP.5e6ec4e1.000ab1fb	user_options->bitmap_max	18
TOP.5e6ec4e1.000ab1fb	user_options->bitmap_min	16
TOP.5e6ec4e1.000ab1fb	user_options->debug_mode	0
TOP.5e6ec4e1.000ab1fb	user_options->example_hashes	0
TOP.5e6ec4e1.000ab1fb	user_options->force	1
TOP.5e6ec4e1.000ab1fb	user_options->hwmon_disable	0
TOP.5e6ec4e1.000ab1fb	user_options->hwmon_temp_abort	90
TOP.5e6ec4e1.000ab1fb	user_options->hash_mode	3200
TOP.5e6ec4e1.000ab1fb	user_options->hex_charset	0
TOP.5e6ec4e1.000ab1fb	user_options->hex_salt	0
TOP.5e6ec4e1.000ab1fb	user_options->hex_wordlist	0
TOP.5e6ec4e1.000ab1fb	user_options->increment	0
TOP.5e6ec4e1.000ab1fb	user_options->increment_max	256
TOP.5e6ec4e1.000ab1fb	user_options->increment_min	1
TOP.5e6ec4e1.000ab1fb	user_options->keep_guessing	0
TOP.5e6ec4e1.000ab1fb	user_options->kernel_accel	0
TOP.5e6ec4e1.000ab1fb	user_options->kernel_loops	0
TOP.5e6ec4e1.000ab1fb	user_options->kernel_threads	0
TOP.5e6ec4e1.000ab1fb	user_options->keyspace	0
TOP.5e6ec4e1.000ab1fb	user_options->left	0
TOP.5e6ec4e1.000ab1fb	user_options->logfile_disable	0
TOP.5e6ec4e1.000ab1fb	user_options->loopback	0
TOP.5e6ec4e1.000ab1fb	user_options->machine_readable	0
TOP.5e6ec4e1.000ab1fb	user_options->markov_classic	0
TOP.5e6ec4e1.000ab1fb	user_options->markov_disable	0
TOP.5e6ec4e1.000ab1fb	user_options->markov_threshold	256
TOP.5e6ec4e1.000ab1fb	user_options->opencl_info	0
TOP.5e6ec4e1.000ab1fb	user_options->opencl_vector_width	0
TOP.5e6ec4e1.000ab1fb	user_options->optimized_kernel_enable	1
TOP.5e6ec4e1.000ab1fb	user_options->outfile_autohex	1
TOP.5e6ec4e1.000ab1fb	user_options->outfile_check_timer	5
TOP.5e6ec4e1.000ab1fb	user_options->outfile_format	1
TOP.5e6ec4e1.000ab1fb	user_options->wordlist_autohex_disable	0
TOP.5e6ec4e1.000ab1fb	user_options->potfile_disable	1
TOP.5e6ec4e1.000ab1fb	user_options->progress_only	0
TOP.5e6ec4e1.000ab1fb	user_options->quiet	0
TOP.5e6ec4e1.000ab1fb	user_options->remove	0
TOP.5e6ec4e1.000ab1fb	user_options->remove_timer	60
TOP.5e6ec4e1.000ab1fb	user_options->restore	0
