TOP.5e6eb73a.000cfb6a	START
TOP.5e6eb7f7.00059d5b	START
TOP.5e6eb7f7.00059d5b	user_options->separator	:
TOP.5e6eb7f7.00059d5b	user_options->encoding_from	utf-8
TOP.5e6eb7f7.00059d5b	user_options->encoding_to	utf-8
TOP.5e6eb7f7.00059d5b	user_options->opencl_device_types	1
TOP.5e6eb7f7.00059d5b	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eb7f7.00059d5b	user_options->rule_buf_l	:
TOP.5e6eb7f7.00059d5b	user_options->rule_buf_r	:
TOP.5e6eb7f7.00059d5b	user_options->session	2020-03-15
TOP.5e6eb7f7.00059d5b	user_options->limit	0
TOP.5e6eb7f7.00059d5b	user_options->skip	0
TOP.5e6eb7f7.00059d5b	user_options->attack_mode	0
TOP.5e6eb7f7.00059d5b	user_options->benchmark	0
TOP.5e6eb7f7.00059d5b	user_options->benchmark_all	0
TOP.5e6eb7f7.00059d5b	user_options->bitmap_max	18
TOP.5e6eb7f7.00059d5b	user_options->bitmap_min	16
TOP.5e6eb7f7.00059d5b	user_options->debug_mode	0
TOP.5e6eb7f7.00059d5b	user_options->example_hashes	0
TOP.5e6eb7f7.00059d5b	user_options->force	1
TOP.5e6eb7f7.00059d5b	user_options->hwmon_disable	0
TOP.5e6eb7f7.00059d5b	user_options->hwmon_temp_abort	90
TOP.5e6eb7f7.00059d5b	user_options->hash_mode	3200
TOP.5e6eb7f7.00059d5b	user_options->hex_charset	0
TOP.5e6eb7f7.00059d5b	user_options->hex_salt	0
TOP.5e6eb7f7.00059d5b	user_options->hex_wordlist	0
TOP.5e6eb7f7.00059d5b	user_options->increment	0
TOP.5e6eb7f7.00059d5b	user_options->increment_max	256
TOP.5e6eb7f7.00059d5b	user_options->increment_min	1
TOP.5e6eb7f7.00059d5b	user_options->keep_guessing	0
TOP.5e6eb7f7.00059d5b	user_options->kernel_accel	0
TOP.5e6eb7f7.00059d5b	user_options->kernel_loops	0
TOP.5e6eb7f7.00059d5b	user_options->kernel_threads	0
TOP.5e6eb7f7.00059d5b	user_options->keyspace	0
TOP.5e6eb7f7.00059d5b	user_options->left	0
TOP.5e6eb7f7.00059d5b	user_options->logfile_disable	0
TOP.5e6eb7f7.00059d5b	user_options->loopback	0
TOP.5e6eb7f7.00059d5b	user_options->machine_readable	0
TOP.5e6eb7f7.00059d5b	user_options->markov_classic	0
TOP.5e6eb7f7.00059d5b	user_options->markov_disable	0
TOP.5e6eb7f7.00059d5b	user_options->markov_threshold	256
TOP.5e6eb7f7.00059d5b	user_options->opencl_info	0
TOP.5e6eb7f7.00059d5b	user_options->opencl_vector_width	0
TOP.5e6eb7f7.00059d5b	user_options->optimized_kernel_enable	1
TOP.5e6eb7f7.00059d5b	user_options->outfile_autohex	1
TOP.5e6eb7f7.00059d5b	user_options->outfile_check_timer	5
TOP.5e6eb7f7.00059d5b	user_options->outfile_format	2
TOP.5e6eb7f7.00059d5b	user_options->wordlist_autohex_disable	0
TOP.5e6eb7f7.00059d5b	user_options->potfile_disable	1
TOP.5e6eb7f7.00059d5b	user_options->progress_only	0
TOP.5e6eb7f7.00059d5b	user_options->quiet	0
TOP.5e6eb7f7.00059d5b	user_options->remove	0
TOP.5e6eb7f7.00059d5b	user_options->remove_timer	60
TOP.5e6eb7f7.00059d5b	user_options->restore	0
TOP.5e6eb7f7.00059d5b	user_options->restore_disable	0
TOP.5e6eb7f7.00059d5b	user_options->restore_timer	60
TOP.5e6eb7f7.00059d5b	user_options->rp_files_cnt	0
TOP.5e6eb7f7.00059d5b	user_options->rp_gen	1000
TOP.5e6eb7f7.00059d5b	user_options->rp_gen_func_max	4
TOP.5e6eb7f7.00059d5b	user_options->rp_gen_func_min	1
TOP.5e6eb7f7.00059d5b	user_options->rp_gen_seed	0
TOP.5e6eb7f7.00059d5b	user_options->runtime	0
TOP.5e6eb7f7.00059d5b	user_options->scrypt_tmto	0
TOP.5e6eb7f7.00059d5b	user_options->segment_size	33554432
TOP.5e6eb7f7.00059d5b	user_options->self_test_disable	1
TOP.5e6eb7f7.00059d5b	user_options->slow_candidates	0
TOP.5e6eb7f7.00059d5b	user_options->show	0
TOP.5e6eb7f7.00059d5b	user_options->speed_only	0
TOP.5e6eb7f7.00059d5b	user_options->spin_damp	8
TOP.5e6eb7f7.00059d5b	user_options->status	1
TOP.5e6eb7f7.00059d5b	user_options->status_timer	60
TOP.5e6eb7f7.00059d5b	user_options->stdout_flag	0
TOP.5e6eb7f7.00059d5b	user_options->usage	0
TOP.5e6eb7f7.00059d5b	user_options->username	0
TOP.5e6eb7f7.00059d5b	user_options->veracrypt_pim	0
TOP.5e6eb7f7.00059d5b	user_options->version	0
TOP.5e6eb7f7.00059d5b	user_options->workload_profile	2
TOP.5e6eb7f7.00059d5b	user_options->brain_client	0
TOP.5e6eb7f7.00059d5b	user_options->brain_client_features	2
TOP.5e6eb7f7.00059d5b	user_options->brain_server	0
TOP.5e6eb7f7.00059d5b	user_options->brain_port	6863
TOP.5e6eb7f7.00059d5b	user_options->brain_session	0
TOP.5e6eb7f7.00059d5b	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e6eb7f7.00059d5b	hashes->hashlist_mode	4
TOP.5e6eb7f7.00059d5b	hashes->hashlist_format	0
TOP.5e6eb7f7.00059d5b	hashes->hashes_cnt	0
TOP.5e6eb7f7.00059d5b	hashes->digests_cnt	1
TOP.5e6eb7f7.00059d5b	hashes->digests_done	0
TOP.5e6eb7f7.00059d5b	hashes->salts_cnt	1
TOP.5e6eb7f7.00059d5b	hashes->salts_done	0
TOP.5e6eb7f7.00059d5b	proc_start	1584314359
TOP.5e6eb7f7.00059d5b	proc_stop	1584314360
TOP.5e6eb7f7.00059d5b	STOP
TOP.5e6eb80d.0000ee28	START
TOP.5e6eb80d.0000ee28	user_options->separator	:
TOP.5e6eb80d.0000ee28	user_options->encoding_from	utf-8
TOP.5e6eb80d.0000ee28	user_options->encoding_to	utf-8
TOP.5e6eb80d.0000ee28	user_options->opencl_device_types	1
TOP.5e6eb80d.0000ee28	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eb80d.0000ee28	user_options->rule_buf_l	:
TOP.5e6eb80d.0000ee28	user_options->rule_buf_r	:
TOP.5e6eb80d.0000ee28	user_options->session	2020-03-15
TOP.5e6eb80d.0000ee28	user_options->limit	0
TOP.5e6eb80d.0000ee28	user_options->skip	0
TOP.5e6eb80d.0000ee28	user_options->attack_mode	0
TOP.5e6eb80d.0000ee28	user_options->benchmark	0
TOP.5e6eb80d.0000ee28	user_options->benchmark_all	0
TOP.5e6eb80d.0000ee28	user_options->bitmap_max	18
TOP.5e6eb80d.0000ee28	user_options->bitmap_min	16
TOP.5e6eb80d.0000ee28	user_options->debug_mode	0
TOP.5e6eb80d.0000ee28	user_options->example_hashes	0
TOP.5e6eb80d.0000ee28	user_options->force	1
TOP.5e6eb80d.0000ee28	user_options->hwmon_disable	0
TOP.5e6eb80d.0000ee28	user_options->hwmon_temp_abort	90
TOP.5e6eb80d.0000ee28	user_options->hash_mode	3200
TOP.5e6eb80d.0000ee28	user_options->hex_charset	0
TOP.5e6eb80d.0000ee28	user_options->hex_salt	0
TOP.5e6eb80d.0000ee28	user_options->hex_wordlist	0
TOP.5e6eb80d.0000ee28	user_options->increment	0
TOP.5e6eb80d.0000ee28	user_options->increment_max	256
TOP.5e6eb80d.0000ee28	user_options->increment_min	1
TOP.5e6eb80d.0000ee28	user_options->keep_guessing	0
TOP.5e6eb80d.0000ee28	user_options->kernel_accel	0
TOP.5e6eb80d.0000ee28	user_options->kernel_loops	0
TOP.5e6eb80d.0000ee28	user_options->kernel_threads	0
TOP.5e6eb80d.0000ee28	user_options->keyspace	0
TOP.5e6eb80d.0000ee28	user_options->left	0
TOP.5e6eb80d.0000ee28	user_options->logfile_disable	0
TOP.5e6eb80d.0000ee28	user_options->loopback	0
TOP.5e6eb80d.0000ee28	user_options->machine_readable	0
TOP.5e6eb80d.0000ee28	user_options->markov_classic	0
TOP.5e6eb80d.0000ee28	user_options->markov_disable	0
TOP.5e6eb80d.0000ee28	user_options->markov_threshold	256
TOP.5e6eb80d.0000ee28	user_options->opencl_info	0
TOP.5e6eb80d.0000ee28	user_options->opencl_vector_width	0
TOP.5e6eb80d.0000ee28	user_options->optimized_kernel_enable	1
TOP.5e6eb80d.0000ee28	user_options->outfile_autohex	1
TOP.5e6eb80d.0000ee28	user_options->outfile_check_timer	5
TOP.5e6eb80d.0000ee28	user_options->outfile_format	2
TOP.5e6eb80d.0000ee28	user_options->wordlist_autohex_disable	0
TOP.5e6eb80d.0000ee28	user_options->potfile_disable	1
TOP.5e6eb80d.0000ee28	user_options->progress_only	0
TOP.5e6eb80d.0000ee28	user_options->quiet	0
TOP.5e6eb80d.0000ee28	user_options->remove	0
TOP.5e6eb80d.0000ee28	user_options->remove_timer	60
TOP.5e6eb80d.0000ee28	user_options->restore	0
TOP.5e6eb80d.0000ee28	user_options->restore_disable	0
TOP.5e6eb80d.0000ee28	user_options->restore_timer	60
TOP.5e6eb80d.0000ee28	user_options->rp_files_cnt	0
TOP.5e6eb80d.0000ee28	user_options->rp_gen	1000
TOP.5e6eb80d.0000ee28	user_options->rp_gen_func_max	4
TOP.5e6eb80d.0000ee28	user_options->rp_gen_func_min	1
TOP.5e6eb80d.0000ee28	user_options->rp_gen_seed	0
TOP.5e6eb80d.0000ee28	user_options->runtime	0
TOP.5e6eb80d.0000ee28	user_options->scrypt_tmto	0
TOP.5e6eb80d.0000ee28	user_options->segment_size	33554432
TOP.5e6eb80d.0000ee28	user_options->self_test_disable	1
TOP.5e6eb80d.0000ee28	user_options->slow_candidates	0
TOP.5e6eb80d.0000ee28	user_options->show	0
TOP.5e6eb80d.0000ee28	user_options->speed_only	0
TOP.5e6eb80d.0000ee28	user_options->spin_damp	8
TOP.5e6eb80d.0000ee28	user_options->status	1
TOP.5e6eb80d.0000ee28	user_options->status_timer	60
TOP.5e6eb80d.0000ee28	user_options->stdout_flag	0
TOP.5e6eb80d.0000ee28	user_options->usage	0
TOP.5e6eb80d.0000ee28	user_options->username	0
TOP.5e6eb80d.0000ee28	user_options->veracrypt_pim	0
TOP.5e6eb80d.0000ee28	user_options->version	0
TOP.5e6eb80d.0000ee28	user_options->workload_profile	2
TOP.5e6eb80d.0000ee28	user_options->brain_client	0
TOP.5e6eb80d.0000ee28	user_options->brain_client_features	2
TOP.5e6eb80d.0000ee28	user_options->brain_server	0
TOP.5e6eb80d.0000ee28	user_options->brain_port	6863
TOP.5e6eb80d.0000ee28	user_options->brain_session	0
TOP.5e6eb80d.0000ee28	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e6eb80d.0000ee28	hashes->hashlist_mode	4
TOP.5e6eb80d.0000ee28	hashes->hashlist_format	0
TOP.5e6eb80d.0000ee28	hashes->hashes_cnt	0
TOP.5e6eb80d.0000ee28	hashes->digests_cnt	1
TOP.5e6eb80d.0000ee28	hashes->digests_done	0
TOP.5e6eb80d.0000ee28	hashes->salts_cnt	1
TOP.5e6eb80d.0000ee28	hashes->salts_done	0
TOP.5e6eb80d.0000ee28	proc_start	1584314381
TOP.5e6eb80d.0000ee28	proc_stop	1584314382
TOP.5e6eb80d.0000ee28	STOP
TOP.5e6eb852.0004ccb9	START
TOP.5e6eb852.0004ccb9	user_options->separator	:
TOP.5e6eb852.0004ccb9	user_options->encoding_from	utf-8
TOP.5e6eb852.0004ccb9	user_options->encoding_to	utf-8
TOP.5e6eb852.0004ccb9	user_options->opencl_device_types	1
TOP.5e6eb852.0004ccb9	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eb852.0004ccb9	user_options->rule_buf_l	:
TOP.5e6eb852.0004ccb9	user_options->rule_buf_r	:
TOP.5e6eb852.0004ccb9	user_options->session	2020-03-15
TOP.5e6eb852.0004ccb9	user_options->limit	0
TOP.5e6eb852.0004ccb9	user_options->skip	0
TOP.5e6eb852.0004ccb9	user_options->attack_mode	0
TOP.5e6eb852.0004ccb9	user_options->benchmark	0
TOP.5e6eb852.0004ccb9	user_options->benchmark_all	0
TOP.5e6eb852.0004ccb9	user_options->bitmap_max	18
TOP.5e6eb852.0004ccb9	user_options->bitmap_min	16
TOP.5e6eb852.0004ccb9	user_options->debug_mode	0
TOP.5e6eb852.0004ccb9	user_options->example_hashes	0
TOP.5e6eb852.0004ccb9	user_options->force	1
TOP.5e6eb852.0004ccb9	user_options->hwmon_disable	0
TOP.5e6eb852.0004ccb9	user_options->hwmon_temp_abort	90
TOP.5e6eb852.0004ccb9	user_options->hash_mode	14100
TOP.5e6eb852.0004ccb9	user_options->hex_charset	0
TOP.5e6eb852.0004ccb9	user_options->hex_salt	0
TOP.5e6eb852.0004ccb9	user_options->hex_wordlist	0
TOP.5e6eb852.0004ccb9	user_options->increment	0
TOP.5e6eb852.0004ccb9	user_options->increment_max	256
TOP.5e6eb852.0004ccb9	user_options->increment_min	1
TOP.5e6eb852.0004ccb9	user_options->keep_guessing	0
TOP.5e6eb852.0004ccb9	user_options->kernel_accel	0
TOP.5e6eb852.0004ccb9	user_options->kernel_loops	0
TOP.5e6eb852.0004ccb9	user_options->kernel_threads	0
TOP.5e6eb852.0004ccb9	user_options->keyspace	0
TOP.5e6eb852.0004ccb9	user_options->left	0
TOP.5e6eb852.0004ccb9	user_options->logfile_disable	0
TOP.5e6eb852.0004ccb9	user_options->loopback	0
TOP.5e6eb852.0004ccb9	user_options->machine_readable	0
TOP.5e6eb852.0004ccb9	user_options->markov_classic	0
TOP.5e6eb852.0004ccb9	user_options->markov_disable	0
TOP.5e6eb852.0004ccb9	user_options->markov_threshold	256
TOP.5e6eb852.0004ccb9	user_options->opencl_info	0
TOP.5e6eb852.0004ccb9	user_options->opencl_vector_width	0
TOP.5e6eb852.0004ccb9	user_options->optimized_kernel_enable	1
TOP.5e6eb852.0004ccb9	user_options->outfile_autohex	1
TOP.5e6eb852.0004ccb9	user_options->outfile_check_timer	5
TOP.5e6eb852.0004ccb9	user_options->outfile_format	2
TOP.5e6eb852.0004ccb9	user_options->wordlist_autohex_disable	0
TOP.5e6eb852.0004ccb9	user_options->potfile_disable	1
TOP.5e6eb852.0004ccb9	user_options->progress_only	0
TOP.5e6eb852.0004ccb9	user_options->quiet	0
TOP.5e6eb852.0004ccb9	user_options->remove	0
TOP.5e6eb852.0004ccb9	user_options->remove_timer	60
TOP.5e6eb852.0004ccb9	user_options->restore	0
TOP.5e6eb852.0004ccb9	user_options->restore_disable	0
TOP.5e6eb852.0004ccb9	user_options->restore_timer	60
TOP.5e6eb852.0004ccb9	user_options->rp_files_cnt	0
TOP.5e6eb852.0004ccb9	user_options->rp_gen	1000
TOP.5e6eb852.0004ccb9	user_options->rp_gen_func_max	4
TOP.5e6eb852.0004ccb9	user_options->rp_gen_func_min	1
TOP.5e6eb852.0004ccb9	user_options->rp_gen_seed	0
TOP.5e6eb852.0004ccb9	user_options->runtime	0
TOP.5e6eb852.0004ccb9	user_options->scrypt_tmto	0
TOP.5e6eb852.0004ccb9	user_options->segment_size	33554432
TOP.5e6eb852.0004ccb9	user_options->self_test_disable	1
TOP.5e6eb852.0004ccb9	user_options->slow_candidates	0
TOP.5e6eb852.0004ccb9	user_options->show	0
TOP.5e6eb852.0004ccb9	user_options->speed_only	0
TOP.5e6eb852.0004ccb9	user_options->spin_damp	8
TOP.5e6eb852.0004ccb9	user_options->status	1
TOP.5e6eb852.0004ccb9	user_options->status_timer	60
TOP.5e6eb852.0004ccb9	user_options->stdout_flag	0
TOP.5e6eb852.0004ccb9	user_options->usage	0
TOP.5e6eb852.0004ccb9	user_options->username	0
TOP.5e6eb852.0004ccb9	user_options->veracrypt_pim	0
TOP.5e6eb852.0004ccb9	user_options->version	0
TOP.5e6eb852.0004ccb9	user_options->workload_profile	2
TOP.5e6eb852.0004ccb9	user_options->brain_client	0
TOP.5e6eb852.0004ccb9	user_options->brain_client_features	2
TOP.5e6eb852.0004ccb9	user_options->brain_server	0
TOP.5e6eb852.0004ccb9	user_options->brain_port	6863
TOP.5e6eb852.0004ccb9	user_options->brain_session	0
TOP.5e6eb852.0004ccb9	proc_start	1584314450
TOP.5e6eb852.0004ccb9	proc_stop	1584314450
TOP.5e6eb852.0004ccb9	STOP
TOP.5e6eb874.000a8cf3	START
TOP.5e6eb874.000a8cf3	user_options->separator	:
TOP.5e6eb874.000a8cf3	user_options->encoding_from	utf-8
TOP.5e6eb874.000a8cf3	user_options->encoding_to	utf-8
TOP.5e6eb874.000a8cf3	user_options->opencl_device_types	1
TOP.5e6eb874.000a8cf3	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eb874.000a8cf3	user_options->rule_buf_l	:
TOP.5e6eb874.000a8cf3	user_options->rule_buf_r	:
TOP.5e6eb874.000a8cf3	user_options->session	2020-03-15
TOP.5e6eb874.000a8cf3	user_options->limit	0
TOP.5e6eb874.000a8cf3	user_options->skip	0
TOP.5e6eb874.000a8cf3	user_options->attack_mode	0
TOP.5e6eb874.000a8cf3	user_options->benchmark	0
TOP.5e6eb874.000a8cf3	user_options->benchmark_all	0
TOP.5e6eb874.000a8cf3	user_options->bitmap_max	18
TOP.5e6eb874.000a8cf3	user_options->bitmap_min	16
TOP.5e6eb874.000a8cf3	user_options->debug_mode	0
TOP.5e6eb874.000a8cf3	user_options->example_hashes	0
TOP.5e6eb874.000a8cf3	user_options->force	1
TOP.5e6eb874.000a8cf3	user_options->hwmon_disable	0
TOP.5e6eb874.000a8cf3	user_options->hwmon_temp_abort	90
TOP.5e6eb874.000a8cf3	user_options->hash_mode	3200
TOP.5e6eb874.000a8cf3	user_options->hex_charset	0
TOP.5e6eb874.000a8cf3	user_options->hex_salt	0
TOP.5e6eb874.000a8cf3	user_options->hex_wordlist	0
TOP.5e6eb874.000a8cf3	user_options->increment	0
TOP.5e6eb874.000a8cf3	user_options->increment_max	256
TOP.5e6eb874.000a8cf3	user_options->increment_min	1
TOP.5e6eb874.000a8cf3	user_options->keep_guessing	0
TOP.5e6eb874.000a8cf3	user_options->kernel_accel	0
TOP.5e6eb874.000a8cf3	user_options->kernel_loops	0
TOP.5e6eb874.000a8cf3	user_options->kernel_threads	0
TOP.5e6eb874.000a8cf3	user_options->keyspace	0
TOP.5e6eb874.000a8cf3	user_options->left	0
TOP.5e6eb874.000a8cf3	user_options->logfile_disable	0
TOP.5e6eb874.000a8cf3	user_options->loopback	0
TOP.5e6eb874.000a8cf3	user_options->machine_readable	0
TOP.5e6eb874.000a8cf3	user_options->markov_classic	0
TOP.5e6eb874.000a8cf3	user_options->markov_disable	0
TOP.5e6eb874.000a8cf3	user_options->markov_threshold	256
TOP.5e6eb874.000a8cf3	user_options->opencl_info	0
TOP.5e6eb874.000a8cf3	user_options->opencl_vector_width	0
TOP.5e6eb874.000a8cf3	user_options->optimized_kernel_enable	1
TOP.5e6eb874.000a8cf3	user_options->outfile_autohex	1
TOP.5e6eb874.000a8cf3	user_options->outfile_check_timer	5
TOP.5e6eb874.000a8cf3	user_options->outfile_format	2
TOP.5e6eb874.000a8cf3	user_options->wordlist_autohex_disable	0
TOP.5e6eb874.000a8cf3	user_options->potfile_disable	1
TOP.5e6eb874.000a8cf3	user_options->progress_only	0
TOP.5e6eb874.000a8cf3	user_options->quiet	0
TOP.5e6eb874.000a8cf3	user_options->remove	0
TOP.5e6eb874.000a8cf3	user_options->remove_timer	60
TOP.5e6eb874.000a8cf3	user_options->restore	0
TOP.5e6eb874.000a8cf3	user_options->restore_disable	0
TOP.5e6eb874.000a8cf3	user_options->restore_timer	60
TOP.5e6eb874.000a8cf3	user_options->rp_files_cnt	0
TOP.5e6eb874.000a8cf3	user_options->rp_gen	1000
TOP.5e6eb874.000a8cf3	user_options->rp_gen_func_max	4
TOP.5e6eb874.000a8cf3	user_options->rp_gen_func_min	1
TOP.5e6eb874.000a8cf3	user_options->rp_gen_seed	0
TOP.5e6eb874.000a8cf3	user_options->runtime	0
TOP.5e6eb874.000a8cf3	user_options->scrypt_tmto	0
TOP.5e6eb874.000a8cf3	user_options->segment_size	33554432
TOP.5e6eb874.000a8cf3	user_options->self_test_disable	1
TOP.5e6eb874.000a8cf3	user_options->slow_candidates	0
TOP.5e6eb874.000a8cf3	user_options->show	0
TOP.5e6eb874.000a8cf3	user_options->speed_only	0
TOP.5e6eb874.000a8cf3	user_options->spin_damp	8
TOP.5e6eb874.000a8cf3	user_options->status	1
TOP.5e6eb874.000a8cf3	user_options->status_timer	60
TOP.5e6eb874.000a8cf3	user_options->stdout_flag	0
TOP.5e6eb874.000a8cf3	user_options->usage	0
TOP.5e6eb874.000a8cf3	user_options->username	0
TOP.5e6eb874.000a8cf3	user_options->veracrypt_pim	0
TOP.5e6eb874.000a8cf3	user_options->version	0
TOP.5e6eb874.000a8cf3	user_options->workload_profile	2
TOP.5e6eb874.000a8cf3	user_options->brain_client	0
TOP.5e6eb874.000a8cf3	user_options->brain_client_features	2
TOP.5e6eb874.000a8cf3	user_options->brain_server	0
TOP.5e6eb874.000a8cf3	user_options->brain_port	6863
TOP.5e6eb874.000a8cf3	user_options->brain_session	0
TOP.5e6eb874.000a8cf3	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e6eb874.000a8cf3	hashes->hashlist_mode	4
TOP.5e6eb874.000a8cf3	hashes->hashlist_format	0
TOP.5e6eb874.000a8cf3	hashes->hashes_cnt	0
TOP.5e6eb874.000a8cf3	hashes->digests_cnt	1
TOP.5e6eb874.000a8cf3	hashes->digests_done	0
TOP.5e6eb874.000a8cf3	hashes->salts_cnt	1
TOP.5e6eb874.000a8cf3	hashes->salts_done	0
TOP.5e6eb874.000a8cf3	proc_start	1584314484
TOP.5e6eb874.000a8cf3	proc_stop	1584314485
TOP.5e6eb874.000a8cf3	STOP
TOP.5e6eb8a2.0008a0e4	START
TOP.5e6eb8a2.0008a0e4	user_options->separator	:
TOP.5e6eb8a2.0008a0e4	user_options->encoding_from	utf-8
TOP.5e6eb8a2.0008a0e4	user_options->encoding_to	utf-8
TOP.5e6eb8a2.0008a0e4	user_options->opencl_device_types	1
TOP.5e6eb8a2.0008a0e4	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6eb8a2.0008a0e4	user_options->rule_buf_l	:
TOP.5e6eb8a2.0008a0e4	user_options->rule_buf_r	:
TOP.5e6eb8a2.0008a0e4	user_options->session	2020-03-15
TOP.5e6eb8a2.0008a0e4	user_options->limit	0
TOP.5e6eb8a2.0008a0e4	user_options->skip	0
TOP.5e6eb8a2.0008a0e4	user_options->attack_mode	0
TOP.5e6eb8a2.0008a0e4	user_options->benchmark	0
TOP.5e6eb8a2.0008a0e4	user_options->benchmark_all	0
TOP.5e6eb8a2.0008a0e4	user_options->bitmap_max	18
TOP.5e6eb8a2.0008a0e4	user_options->bitmap_min	16
TOP.5e6eb8a2.0008a0e4	user_options->debug_mode	0
TOP.5e6eb8a2.0008a0e4	user_options->example_hashes	0
TOP.5e6eb8a2.0008a0e4	user_options->force	1
TOP.5e6eb8a2.0008a0e4	user_options->hwmon_disable	0
TOP.5e6eb8a2.0008a0e4	user_options->hwmon_temp_abort	90
TOP.5e6eb8a2.0008a0e4	user_options->hash_mode	3200
TOP.5e6eb8a2.0008a0e4	user_options->hex_charset	0
TOP.5e6eb8a2.0008a0e4	user_options->hex_salt	0
TOP.5e6eb8a2.0008a0e4	user_options->hex_wordlist	0
TOP.5e6eb8a2.0008a0e4	user_options->increment	0
TOP.5e6eb8a2.0008a0e4	user_options->increment_max	256
TOP.5e6eb8a2.0008a0e4	user_options->increment_min	1
TOP.5e6eb8a2.0008a0e4	user_options->keep_guessing	0
TOP.5e6eb8a2.0008a0e4	user_options->kernel_accel	0
TOP.5e6eb8a2.0008a0e4	user_options->kernel_loops	0
TOP.5e6eb8a2.0008a0e4	user_options->kernel_threads	0
TOP.5e6eb8a2.0008a0e4	user_options->keyspace	0
TOP.5e6eb8a2.0008a0e4	user_options->left	0
TOP.5e6eb8a2.0008a0e4	user_options->logfile_disable	0
TOP.5e6eb8a2.0008a0e4	user_options->loopback	0
TOP.5e6eb8a2.0008a0e4	user_options->machine_readable	0
TOP.5e6eb8a2.0008a0e4	user_options->markov_classic	0
TOP.5e6eb8a2.0008a0e4	user_options->markov_disable	0
TOP.5e6eb8a2.0008a0e4	user_options->markov_threshold	256
TOP.5e6eb8a2.0008a0e4	user_options->opencl_info	0
TOP.5e6eb8a2.0008a0e4	user_options->opencl_vector_width	0
TOP.5e6eb8a2.0008a0e4	user_options->optimized_kernel_enable	1
TOP.5e6eb8a2.0008a0e4	user_options->outfile_autohex	1
TOP.5e6eb8a2.0008a0e4	user_options->outfile_check_timer	5
TOP.5e6eb8a2.0008a0e4	user_options->outfile_format	2
TOP.5e6eb8a2.0008a0e4	user_options->wordlist_autohex_disable	0
TOP.5e6eb8a2.0008a0e4	user_options->potfile_disable	1
TOP.5e6eb8a2.0008a0e4	user_options->progress_only	0
TOP.5e6eb8a2.0008a0e4	user_options->quiet	0
TOP.5e6eb8a2.0008a0e4	user_options->remove	0
TOP.5e6eb8a2.0008a0e4	user_options->remove_timer	60
TOP.5e6eb8a2.0008a0e4	user_options->restore	0
TOP.5e6eb8a2.0008a0e4	user_options->restore_disable	0
TOP.5e6eb8a2.0008a0e4	user_options->restore_timer	60
TOP.5e6eb8a2.0008a0e4	user_options->rp_files_cnt	0
TOP.5e6eb8a2.0008a0e4	user_options->rp_gen	1000
TOP.5e6eb8a2.0008a0e4	user_options->rp_gen_func_max	4
TOP.5e6eb8a2.0008a0e4	user_options->rp_gen_func_min	1
TOP.5e6eb8a2.0008a0e4	user_options->rp_gen_seed	0
TOP.5e6eb8a2.0008a0e4	user_options->runtime	0
TOP.5e6eb8a2.0008a0e4	user_options->scrypt_tmto	0
TOP.5e6eb8a2.0008a0e4	user_options->segment_size	33554432
TOP.5e6eb8a2.0008a0e4	user_options->self_test_disable	1
TOP.5e6eb8a2.0008a0e4	user_options->slow_candidates	0
TOP.5e6eb8a2.0008a0e4	user_options->show	0
TOP.5e6eb8a2.0008a0e4	user_options->speed_only	0
TOP.5e6eb8a2.0008a0e4	user_options->spin_damp	8
TOP.5e6eb8a2.0008a0e4	user_options->status	1
TOP.5e6eb8a2.0008a0e4	user_options->status_timer	60
TOP.5e6eb8a2.0008a0e4	user_options->stdout_flag	0
TOP.5e6eb8a2.0008a0e4	user_options->usage	0
TOP.5e6eb8a2.0008a0e4	user_options->username	0
TOP.5e6eb8a2.0008a0e4	user_options->veracrypt_pim	0
TOP.5e6eb8a2.0008a0e4	user_options->version	0
TOP.5e6eb8a2.0008a0e4	user_options->workload_profile	2
TOP.5e6eb8a2.0008a0e4	user_options->brain_client	0
TOP.5e6eb8a2.0008a0e4	user_options->brain_client_features	2
TOP.5e6eb8a2.0008a0e4	user_options->brain_server	0
TOP.5e6eb8a2.0008a0e4	user_options->brain_port	6863
TOP.5e6eb8a2.0008a0e4	user_options->brain_session	0
TOP.5e6eb8a2.0008a0e4	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e6eb8a2.0008a0e4	hashes->hashlist_mode	4
TOP.5e6eb8a2.0008a0e4	hashes->hashlist_format	0
TOP.5e6eb8a2.0008a0e4	hashes->hashes_cnt	0
TOP.5e6eb8a2.0008a0e4	hashes->digests_cnt	1
TOP.5e6eb8a2.0008a0e4	hashes->digests_done	0
TOP.5e6eb8a2.0008a0e4	hashes->salts_cnt	1
